"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.endothelial","log2fold_change","Auc"
"2852","STX10","hurdle",0.0617863613324675,1.956478,6.035624,4.079146,0.559
"2737","SNORD25","hurdle",0.018908486506971,0.5630199,3.0356239,2.472604,0.559
"2703","SNORA10","hurdle",0.0940920842000342,-1.951816,-1,0.951816,0.559
"2697","SNHG3","hurdle",0.638519580024464,4.57985,5.149747,0.569896999999999,0.559
"2566","SGPP2","hurdle",2.38010255134793e-07,-2.574115,4.149747,6.723862,0.559
"2041","PAQR5","hurdle",0.000273684448011926,-1.631996,3.137504,4.7695,0.559
"1866","MYOCD","hurdle",0.0348022433598929,-1.136959,3.981853,5.118812,0.559
"1811","MPZL1","hurdle",0.506610123235037,4.648096,5.523562,0.875466,0.559
"1094","GCH1","hurdle",0.297515676464519,3.579736,4.350497,0.770761,0.559
"987","FBXO32","hurdle",0.238894968917697,5.295349,6.841722,1.546373,0.559
"952","FAM20A","hurdle",0.197087199669197,1.574947,4.048759,2.473812,0.559
"2818","SRSF9","hurdle",0.144975556028563,2.441504,4.031219,1.589715,0.558
"2692","SNED1","hurdle",0.368124949519234,2.873107,5.230741,2.357634,0.558
"1987","OAS2","hurdle",0.058165325174615,-1.811444,1,2.811444,0.558
"1860","MYLK","hurdle",0.164451184496798,6.014094,6.843607,0.829513,0.558
"1779","MIR548G","hurdle",0.0676510129890948,-0.6618313,1.6322682,2.2940995,0.558
"1515","LMOD3","hurdle",0.105948735463592,1.953669,4.346957,2.393288,0.558
"1454","LAMA3","hurdle",0.217545641568408,4.133942,5.364572,1.23063,0.558
"1123","GMFG","hurdle",0.124370665121371,0.9028927,2.2479275,1.3450348,0.558
"884","EPHB4","hurdle",0.130993331173817,-0.4914278,0.1375035,0.6289313,0.558
"611","COL4A6","hurdle",0.049980155369355,-0.1280076,1.2630344,1.391042,0.558
"3273","ZNF331","hurdle",0.444574058916677,6.6447,7.32373,0.67903,0.557
"3209","WIPI1","hurdle",0.320406720226781,3.556788,5.648178,2.09139,0.557
"3028","TNFRSF12A","hurdle",0.0895319728900936,0.1522753,2.2326608,2.0803855,0.557
"2849","STK38","hurdle",0.199878069633736,3.711079,5.05745,1.346371,0.557
"2499","SARNP","hurdle",0.557948066042466,5.711131,6.908693,1.197562,0.557
"2349","RCSD1","hurdle",0.0398227625241811,-1.47242,4.968091,6.440511,0.557
"2097","PHF10","hurdle",0.356613827274842,2.921336,5.683696,2.76236,0.557
"1403","KIAA0040","hurdle",0.140060012211028,2.052783,4.205549,2.152766,0.557
"1210","HEYL","hurdle",0.127842086511597,0.122579,3.017922,2.895343,0.557
"1180","GYPC","hurdle",0.0614532213585519,-1.457392,2.364572,3.821964,0.557
"1020","FLJ39534","hurdle",0.294274831511201,1.103703,3.837943,2.73424,0.557
"844","EHD1","hurdle",0.100655724263139,2.348361,5.318317,2.969956,0.557
"812","DYRK3","hurdle",0.0291058392661266,0.7461911,5.4998459,4.7536548,0.557
"738","DDX60","hurdle",0.321316645804481,2.696246,3.578939,0.882693,0.557
"598","COL13A1","hurdle",0.13234255323558,0.274332,3.121015,2.846683,0.557
"181","ATOH8","hurdle",0.0364578051143209,-0.2328649,5.0682409,5.3011058,0.557
"68","AHDC1","hurdle",0.488088076907366,1.31538,2.786596,1.471216,0.557
"3272","ZNF295","hurdle",0.55223039167759,4.168866,5.076816,0.90795,0.556
"3073","TRPM6","hurdle",0.171504245301423,2.833177,4.05745,1.224273,0.556
"2882","SYTL4","hurdle",0.0168180721591815,3.959105,6.055282,2.096177,0.556
"2741","SNORD29","hurdle",0.0827864679310211,-1.3987969,0.9259994,2.3247963,0.556
"2575","SHARPIN","hurdle",0.301668749559268,1.541674,3.314697,1.773023,0.556
"2336","RBM43","hurdle",0.174956186290067,2.14921,6.37417,4.22496,0.556
"1721","MDK","hurdle",0.0977425701233031,0.7655347,3.0531113,2.2875766,0.556
"1452","LACTB","hurdle",0.202546495602631,3.048513,4.381975,1.333462,0.556
"1226","HIST2H2BE","hurdle",0.359175376488584,4.547855,6.511753,1.963898,0.556
"754","DIS3","hurdle",0.21895233711395,5.373727,6.717676,1.343949,0.556
"390","C9orf47","hurdle",0.152885318615499,0.002719501,1.786596362,1.783876861,0.556
"262","BTN3A3","hurdle",0.409859835181878,2.540271,5.081084,2.540813,0.556
"55","AFAP1L2","hurdle",0.591748130667816,3.899431,4.770829,0.871398,0.556
"3157","USP54","hurdle",0.56868128758617,5.967264,6.480588,0.513324,0.555
"3131","UCP3","hurdle",0.177461681317478,-1.3703684,0.4329594,1.8033278,0.555
"2135","PLA2G4A","hurdle",0.123541481221653,-0.0583267,4.9588427,5.0171694,0.555
"2046","PARVB","hurdle",0.360840062853831,0.8158847,1.6553518,0.8394671,0.555
"1962","NSUN6","hurdle",0.628951056769277,4.977626,6.793766,1.81614,0.555
"1267","HYAL2","hurdle",0.197903510009481,0.08714256,1.37851162,1.29136906,0.555
"1126","GNAT2","hurdle",0.419742561369254,2.708791,4,1.291209,0.555
"1006","FILIP1","hurdle",0.00813235736330769,1.366949,6.22978,4.862831,0.555
"456","CCNE2","hurdle",0.451885303126853,3.92582,4.791814,0.865994,0.555
"436","CCDC36","hurdle",0.170010658034053,0.8585441,3.4594316,2.6008875,0.555
"274","C10orf54","hurdle",0.421539593919212,3.680409,4.399171,0.718762,0.555
"254","BSG","hurdle",0.386526123907412,5.284495,6.048759,0.764264000000001,0.555
"158","ARL5B","hurdle",0.447273703256803,3.251362,4.201634,0.950272,0.555
"139","ARHGAP1","hurdle",0.11794258029081,6.429205,7.304237,0.875032,0.555
"12","ABL1","hurdle",0.409988741591763,3.698973,5.599913,1.90094,0.555
"3295","ZNF618","hurdle",0.29492825762152,2.244198,4.266787,2.022589,0.554
"3184","VWA1","hurdle",0.444990346249167,0.9116011,1.5109619,0.5993608,0.554
"2771","SNX33","hurdle",0.00674021793654249,0.6208077,5.2211037,4.600296,0.554
"2414","RPL23AP32","hurdle",0.280842831766083,3.151969,5.635174,2.483205,0.554
"2172","POLR3C","hurdle",0.332063393271497,3.646902,4.663914,1.017012,0.554
"1148","GPR133","hurdle",0.1253025816337,0.7751102,4.6582115,3.8831013,0.554
"1004","FHL3","hurdle",0.0931858709355589,1.484454,5.296457,3.812003,0.554
"394","CA4","hurdle",0.0437031470572699,1.758311,5.69488,3.936569,0.554
"200","AZIN1","hurdle",0.0710795163316558,7.332387,8.186857,0.85447,0.554
"3105","TXLNB","hurdle",0.0881265837882148,0.9288619,2.6205864,1.6917245,0.553
"2925","TEAD3","hurdle",0.231325945468866,1.319749,2.153805,0.834056,0.553
"2569","SH2D3C","hurdle",0.551578175752106,2.399816,3.57289,1.173074,0.553
"2550","SESN2","hurdle",0.188912642244859,1.835085,3.491853,1.656768,0.553
"2493","S1PR3","hurdle",0.0963472217962526,3.172041,8.216746,5.044705,0.553
"2381","RNF138","hurdle",0.505722537157142,4.704935,5.457791,0.752856,0.553
"2330","RBM12","hurdle",0.0431420319528743,4.224966,6.268659,2.043693,0.553
"2072","PDE8A","hurdle",0.483046796712957,6.111401,7.417431,1.30603,0.553
"1695","MAP3K6","hurdle",0.237183003330831,-0.2328649,0.722466,0.9553309,0.553
"1583","LOC283624","hurdle",0.478510378965396,5.924611,7.304694,1.380083,0.553
"1441","KPNA2","hurdle",0.730570975605038,6.598088,7.31379,0.715702,0.553
"1145","GPR108","hurdle",0.417028193818263,2.701277,5.646739,2.945462,0.553
"961","FAM43A","hurdle",0.384281064454433,0.4157179,1.7004397,1.2847218,0.553
"931","FAM120AOS","hurdle",0.290918637485163,5.042165,6.997179,1.955014,0.553
"753","DIAPH2","hurdle",0.38490380540307,3.41903,6.038919,2.619889,0.553
"441","CCDC69","hurdle",0.0412132260778049,-0.7877537,1.5849625,2.3727162,0.553
"193","ATXN1L","hurdle",0.274756254373338,3.802096,5.876517,2.074421,0.553
"172","ATF1","hurdle",0.541369991286474,4.300676,5.601399,1.300723,0.553
"63","AGPAT1","hurdle",0.153120305007412,-1.502954,-1,0.502954,0.553
"3082","TSPAN6","hurdle",0.0727970033067323,4.628421,6.653203,2.024782,0.552
"2609","SLC16A4","hurdle",0.150054931044015,2.271516,3.705978,1.434462,0.552
"2604","SLC15A3","hurdle",0.126782633813926,-0.9361064,2.8073549,3.7434613,0.552
"2311","RAP1A","hurdle",0.435355181211314,4.670289,6.16088,1.490591,0.552
"2024","OXSR1","hurdle",0.586951978145613,4.965654,6.953032,1.987378,0.552
"1972","NUDT4","hurdle",0.27677822871747,2.662249,5.255501,2.593252,0.552
"1889","NEDD4","hurdle",0.405336577512144,2.736013,3.57289,0.836877,0.552
"1734","METTL23","hurdle",0.0471359233144393,3.100851,4.852998,1.752147,0.552
"1606","LOC440700","hurdle",0.221545802283718,-0.2652137,4.6582115,4.9234252,0.552
"1485","LGALS9","hurdle",0.230968045404842,-0.4096036,0.6322682,1.0418718,0.552
"937","FAM129A","hurdle",0.000142016018754888,0.2424731,5.7073591,5.464886,0.552
"599","COL14A1","hurdle",0.0015036671560669,-2.255433,4.78398,7.039413,0.552
"525","CERK","hurdle",0.47527300930036,3.230632,3.949535,0.718903,0.552
"247","BNC2","hurdle",0.0968688204281671,0.5849625,4.741467,4.1565045,0.552
"2848","STK35","hurdle",0.418956225406903,3.170227,4.044394,0.874166999999999,0.551
"2788","SP140L","hurdle",0.0696546112945109,0.20518,2.70044,2.49526,0.551
"2636","SLC38A11","hurdle",0.26568112768959,1.113801,1.70044,0.586639,0.551
"2161","PNMA6C","hurdle",0.263772405610843,-1.55000266,0.07038933,1.62039199,0.551
"1872","NACAP1","hurdle",0.321037584632314,-0.7598297,0,0.7598297,0.551
"1001","FGF1","hurdle",0.317458016444612,5.98817,7.166414,1.178244,0.551
"684","CUL3","hurdle",0.0933856307317737,6.293164,7.316055,1.022891,0.551
"638","CRELD2","hurdle",0.572809866348899,2.974252,3.916477,0.942225,0.551
"457","CCNG1","hurdle",0.534169203882112,5.123594,6.471675,1.348081,0.551
"3014","TMEM99","hurdle",0.206984801334306,1.232081,3.177918,1.945837,0.55
"2895","TAP2","hurdle",0.00219358684696662,-3.321928,-2,1.321928,0.55
"2502","SAYSD1","hurdle",0.115984049689813,2.411119,3.770829,1.35971,0.55
"1756","MIR1247","hurdle",0.00219358684696664,-3.321928,1,4.321928,0.55
"1672","LYL1","hurdle",0.00219358684696663,-3.3219281,0.6322682,3.9541963,0.55
"1592","LOC339894","hurdle",0.243985630585279,1.480558,2.364572,0.884014,0.55
"1350","ISLR","hurdle",0.0225983899503837,0.1909428,4.0400157,3.8490729,0.55
"1332","IPO8","hurdle",0.0789784696517405,4.540622,6.271463,1.730841,0.55
"777","DNASE1L1","hurdle",0.221613805608936,0.4157179,2.857981,2.4422631,0.55
"651","CSAG1","hurdle",0.00219358684696654,-3.321928,3.201634,6.523562,0.55
"451","CCL19","hurdle",0.00219358684696657,-3.321928,4.157852,7.47978,0.55
"2970","TJP2","hurdle",0.462452782476516,5.008904,5.929554,0.92065,0.549
"2812","SRP68","hurdle",0.467106516104406,4.261474,4.789208,0.527734000000001,0.549
"2717","SNORA72","hurdle",0.172617739511384,0.8495084,3.4059924,2.556484,0.549
"2475","RSL24D1","hurdle",0.483500032951188,5.462583,6.219169,0.756586,0.549
"2150","PLN","hurdle",0.311347749492834,0.2098947,3.4724878,3.2625931,0.549
"1442","KRBA1","hurdle",0.0188249943097211,0.3055025,2.4462562,2.1407537,0.549
"1387","KCNJ14","hurdle",0.334953500239744,0.4075323,1.722466,1.3149337,0.549
"1380","JUP","hurdle",0.297403931131478,2.496564,3.399171,0.902607,0.549
"1137","GOLPH3","hurdle",0.508356447046872,4.545759,5.173927,0.628168,0.549
"811","DYRK2","hurdle",0.0200522884580425,4.963038,6.8009,1.837862,0.549
"326","C1QTNF1","hurdle",0.150626368855931,-0.7598297,1.7865964,2.5464261,0.549
"5","ABCA9","hurdle",0.00116527151596399,2.758713,6.968091,4.209378,0.549
"3211","WNT11","hurdle",0.00893129676519069,-3.268489,4.108524,7.377013,0.548
"3084","TSPO","hurdle",0.495819993960605,2.409071,3.263034,0.853963,0.548
"3018","TMTC1","hurdle",0.592525909944556,4.648531,5.151778,0.503247,0.548
"2992","TMEM125","hurdle",0.481770659550879,2.026299,4.031219,2.00492,0.548
"2940","TFPI2","hurdle",0.00893129676519037,-3.268489,4.392317,7.660806,0.548
"2920","TDGF1P3","hurdle",0.00893129676519062,-3.2684888,-0.4150375,2.8534513,0.548
"2783","SOX18","hurdle",0.00893129676519043,-3.2169585,0.5360529,3.7530114,0.548
"2704","SNORA26","hurdle",0.00893129676519074,-2.130985,2.277985,4.40897,0.548
"2633","SLC35G1","hurdle",0.00893129676519037,-2.391637,-1.152003,1.239634,0.548
"2289","RAB21","hurdle",0.645450108993592,7.364391,8.484823,1.120432,0.548
"2242","PSENEN","hurdle",0.679829199734116,3.977539,4.733354,0.755815,0.548
"2229","PROSC","hurdle",0.468416659587876,5.141905,7.016251,1.874346,0.548
"2228","PROM1","hurdle",0.209156654706551,1.90362,5.584963,3.681343,0.548
"1786","MIR632","hurdle",0.00893129676519045,-3.119111,-1.736966,1.382145,0.548
"1548","LOC100335030","hurdle",0.468722982022516,1.229762,2.925999,1.696237,0.548
"1256","HSP90AB4P","hurdle",0.573534204881605,4.088583,5.083213,0.99463,0.548
"1242","HNRNPH3","hurdle",0.62945560262188,7.148577,7.706669,0.558091999999999,0.548
"1093","GBX1","hurdle",0.00893129676519113,-2.420492,2.857981,5.278473,0.548
"1081","GALNTL4","hurdle",0.184722762125805,3.666328,6.628628,2.9623,0.548
"989","FBXO39","hurdle",0.00893129676519073,-3.2684888,-0.2344653,3.0340235,0.548
"958","FAM26E","hurdle",0.00893129676519073,-3.268489,4.442943,7.711432,0.548
"724","DCUN1D3","hurdle",0.438070045127712,4.060472,5.598425,1.537953,0.548
"703","CYP4B1","hurdle",0.00893129676519078,-3.0725686,-0.8624965,2.2100721,0.548
"450","CCL17","hurdle",0.00893129676519097,-3.268489,-1,2.268489,0.548
"340","C22orf34","hurdle",0.00893129676519119,-3.167206,-1.321928,1.845278,0.548
"95","ANAPC16","hurdle",0.612777692297183,5.077904,6.47978,1.401876,0.548
"2837","STARD3NL","hurdle",0.0182176182410385,5.681311,7.870365,2.189054,0.547
"2682","SMCHD1","hurdle",0.417903979049559,6.318146,7.004501,0.686355000000001,0.547
"2673","SMAD6","hurdle",0.0102882307745677,-3.216959,-1.152003,2.064956,0.547
"2564","SGMS2","hurdle",0.558300913604341,2.760321,3.517276,0.756955,0.547
"2292","RAB37","hurdle",0.263481109083418,0.6101473,2.9448584,2.3347111,0.547
"2287","QSOX1","hurdle",0.318943504458648,1.025631,3.161888,2.136257,0.547
"2191","PPP1R13L","hurdle",0.0105622269248373,-3.1191112,0.5360529,3.6551641,0.547
"1641","LRG1","hurdle",0.00924974768643185,-3.216959,-1,2.216959,0.547
"1528","LOC100130557","hurdle",0.0820809096468789,1.324104,5.451211,4.127107,0.547
"1514","LMOD1","hurdle",0.495686064960176,2.744161,4.074677,1.330516,0.547
"1395","KCTD9","hurdle",0.677524310811811,3.854598,4.69488,0.840282,0.547
"1039","FOXC2","hurdle",0.00174951617691747,-3.2169585,0.1375035,3.354462,0.547
"873","EML1","hurdle",0.313618594370324,2.785017,5.556123,2.771106,0.547
"447","CCDC88C","hurdle",0.0208893179282727,1.925283,4.73064,2.805357,0.547
"439","CCDC64B","hurdle",0.0321115748611739,-3.167206,-1,2.167206,0.547
"422","CBX2","hurdle",0.0342353932824169,-3.167206,-1.152003,2.015203,0.547
"421","CBLN3","hurdle",0.0246444648255568,-3.119111,4.412782,7.531893,0.547
"408","CARHSP1","hurdle",0.620717552506641,3.246781,3.963474,0.716693,0.547
"403","CAP1","hurdle",0.344255107896932,6.810729,7.354911,0.544182,0.547
"253","BRMS1","hurdle",0.355581355566759,3.159909,3.911692,0.751783,0.547
"44","ADH1B","hurdle",0.00145833125515225,-3.167206,4.017922,7.185128,0.547
"26","ACTG2","hurdle",0.00828189951720414,-3.119111,3.968091,7.087202,0.547
"3316","ZNF823","hurdle",0.0547472910724173,2.068444,5.636625,3.568181,0.546
"3288","ZNF548","hurdle",0.437470354871132,3.59017,6.175924,2.585754,0.546
"3031","TNFRSF1B","hurdle",0.0425919816440827,-1.055495,2.277985,3.33348,0.546
"2790","SPAG5-AS1","hurdle",0.0867070703123737,0.04554847,2.20163386,2.15608539,0.546
"2778","SORBS2","hurdle",0.407592458129574,5.814483,8.259979,2.445496,0.546
"2709","SNORA45","hurdle",0.0567402944273032,-1.666144,2.596935,4.263079,0.546
"2591","SIX1","hurdle",0.0498752320485,-1.666144,2.169925,3.836069,0.546
"2547","SERTAD2","hurdle",0.652670457750981,3.992324,5.316508,1.324184,0.546
"2404","RPL13AP3","hurdle",0.0364709994224023,-3.2169585,-0.7369656,2.4799929,0.546
"2393","RP2","hurdle",0.0857352079498759,2.331154,6.158862,3.827708,0.546
"2373","RHOD","hurdle",0.0357518114636361,-2.479993,2.232661,4.712654,0.546
"2368","RHCE","hurdle",0.0662107263014118,-2.70999855,0.07038933,2.78038788,0.546
"2356","REM1","hurdle",0.0560559983566002,-3.167206,-1.736966,1.43024,0.546
"2317","RARRES2","hurdle",0.0696261466591561,1.093535,3.940167,2.846632,0.546
"2239","PRSS23","hurdle",0.332677369127849,0.327362,3,2.672638,0.546
"2105","PHLDB3","hurdle",0.142933370955718,0.4319509,1.9818527,1.5499018,0.546
"1799","MMADHC","hurdle",0.438142857121514,6.316166,6.926593,0.610427,0.546
"1584","LOC283688","hurdle",0.0677381972018588,-3.216959,-2.321928,0.895031,0.546
"1498","LINC00222","hurdle",0.0395119447384229,-3.119111,4.087463,7.206574,0.546
"1496","LINC00167","hurdle",0.0423738487981372,-2.130985,1.292782,3.423767,0.546
"1389","KCNK6","hurdle",0.219312731875614,-1.47242,4.259272,5.731692,0.546
"1363","ITIH2","hurdle",0.000230889115702606,-0.5539935,6.3264295,6.880423,0.546
"1120","GLRX","hurdle",0.196332979663014,4.412526,6.224002,1.811476,0.546
"879","ENPP6","hurdle",0.141825998209274,2.728639,5.110614,2.381975,0.546
"762","DMC1","hurdle",0.0512589136156966,-3.1672055,-0.8624965,2.304709,0.546
"628","CPM","hurdle",0.00551332306935485,5.481838,7.190319,1.708481,0.546
"3229","ZBED1","hurdle",0.0574507049968702,-3.167206,-1.514573,1.652633,0.545
"2866","SURF4","hurdle",0.363404169286999,3.214887,4.263034,1.048147,0.545
"2745","SNORD34","hurdle",0.0708917485000819,-3.119111,-1.736966,1.382145,0.545
"2593","SKAP1","hurdle",0.0473737181865354,-3.027481,5.1127,8.140181,0.545
"2377","RN45S","hurdle",0.46521511363187,6.266468,6.76686,0.500392000000001,0.545
"2133","PKP2","hurdle",0.568674163721489,3.323288,5.786596,2.463308,0.545
"1977","NUP210L","hurdle",0.233527827769089,3.330342,4.72792,1.397578,0.545
"1727","MED26","hurdle",0.529151400591267,1.358481,1.925999,0.567518,0.545
"1707","MAT1A","hurdle",0.0620742026083658,-3.0725686,0.3219281,3.3944967,0.545
"1578","LOC254312","hurdle",0.221736563344165,1.881628,2.596935,0.715307,0.545
"1397","KDELR2","hurdle",0.409063003565311,5.117021,5.711495,0.594474,0.545
"1370","IYD","hurdle",0.0442380039167618,-3.119111,2.560715,5.679826,0.545
"1217","HIPK1","hurdle",0.43055872681642,6.573833,7.608809,1.034976,0.545
"1171","GSTM5","hurdle",0.370988958064962,2.785807,4.53294,1.747133,0.545
"1048","FOXS1","hurdle",0.080736357622573,-2.6748091,-0.6214884,2.0533207,0.545
"1008","FKBP11","hurdle",0.206678934407171,3.569225,4.646739,1.077514,0.545
"999","FERMT3","hurdle",0.280076554566417,-0.5863242,1.0703893,1.6567135,0.545
"955","FAM213B","hurdle",0.514757338183916,1.472733,2.392317,0.919584,0.545
"838","EFNB1","hurdle",0.274484351238382,0.4034221,1.6322682,1.2288461,0.545
"649","CRYBA1","hurdle",0.150934665693745,0.6029964,3.8479969,3.2450005,0.545
"635","CPZ","hurdle",0.0634580216180185,-3.1191112,-0.7369656,2.3821456,0.545
"529","CES1P2","hurdle",0.0287534690929282,-3.119111,-1.321928,1.797183,0.545
"506","CDK5RAP3","hurdle",0.764717006045766,5.618981,6.708049,1.089068,0.545
"342","C2CD2","hurdle",0.00874289315214019,3.952791,6.81314,2.860349,0.545
"298","C17orf103","hurdle",0.355055322639667,0.2562131,1.560715,1.3045019,0.545
"296","C16orf58","hurdle",0.527630801135593,3.262184,5.029011,1.766827,0.545
"230","BDH2","hurdle",0.348335621661681,4.619147,5.648178,1.029031,0.545
"217","BATF2","hurdle",0.0843602991385065,-3.119111,-1.514573,1.604538,0.545
"3236","ZBTB7A","hurdle",0.733379905035383,1.215766,1.925999,0.710233,0.544
"2786","SP1","hurdle",0.266039581428908,3.834894,6.052025,2.217131,0.544
"2706","SNORA28","hurdle",0.138713996556591,2.424364,3.817623,1.393259,0.544
"2528","SEMA3F","hurdle",0.0988726068465145,-2.9837594,-0.7369656,2.2467938,0.544
"2296","RAB5A","hurdle",0.721501066238852,6.328412,7.43796,1.109548,0.544
"1878","NARG2","hurdle",0.481429238129226,4.621361,5.835419,1.214058,0.544
"1816","MRPL13","hurdle",0.320988002955553,4.474816,5.587965,1.113149,0.544
"1757","MIR1277","hurdle",0.111506647313927,-2.67480912,0.07038933,2.74519845,0.544
"1748","MGMT","hurdle",0.531782139125141,1.989756,4.008989,2.019233,0.544
"1629","LONRF3","hurdle",0.588015543814894,2.972866,3.791814,0.818948,0.544
"1475","LDLRAD3","hurdle",0.555682086581455,3.07395,5.348728,2.274778,0.544
"1059","FTSJ3","hurdle",0.633957211209724,3.772125,4.277985,0.50586,0.544
"1026","FLT4","hurdle",0.108890135128818,-2.82103,-1.736966,1.084064,0.544
"890","ERAP1","hurdle",0.0747225309082684,4.456335,5.346957,0.890622,0.544
"859","EIF4B","hurdle",0.038919661512434,6.401266,7.396605,0.995339,0.544
"819","ECE1","hurdle",0.0768713741093856,3.314012,6.139551,2.825539,0.544
"794","DPYS","hurdle",0.0465178822261228,-0.7415095,-0.1520031,0.5895064,0.544
"517","CENPF","hurdle",0.334930251050065,0.008143173,2.321928095,2.313784922,0.544
"169","ASPN","hurdle",0.000788079457161865,0.2286009,6.4059924,6.1773915,0.544
"54","AEN","hurdle",0.445923725948095,2.694565,4.108524,1.413959,0.544
"3095","TTN","hurdle",0.517167188522598,6.708505,7.615446,0.906941000000001,0.543
