"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.astrocytes","log2fold_change","Auc"
"3924","PSPH","hurdle",0.883957031826073,2.861145,3.840544,0.979399,0.516
"3810","POU3F4","hurdle",0.215371394844622,-0.372121,2.664923,3.037044,0.516
"3807","POTEG","hurdle",0.0232480329184687,-3.321928,-2.468769,0.853159,0.516
"3784","POLG","hurdle",0.628090846178678,3.662267,4.203403,0.541136,0.516
"3754","PLXNA2","hurdle",0.433568609859575,4.980931,6.058149,1.077218,0.516
"3733","PLEKHA6","hurdle",0.209505954198665,4.210782,5.007398,0.796616,0.516
"3650","PFN4","hurdle",0.315164444744621,-0.09838087,2.1553732,2.25375407,0.516
"3632","PDZK1P1","hurdle",0.0232480329184701,-3.3219281,-0.5212369,2.8006912,0.516
"3442","NUDT22","hurdle",0.109110207854153,1.076538,2.035624,0.959086,0.516
"3269","MYO9A","hurdle",0.935896525652182,6.112859,7.447643,1.334784,0.516
"3193","MRPS31","hurdle",0.308680067896727,4.501539,5.171346,0.669807,0.516
"3177","MPST","hurdle",0.73458488858381,0.4293608,1.3144626,0.8851018,0.516
"3149","MLYCD","hurdle",0.237265903042319,1.394595,2.93211,1.537515,0.516
"3119","MIR601","hurdle",0.0232480329184693,-3.3219281,0.7764436,4.0983717,0.516
"3102","MIR4794","hurdle",0.0232480329184693,-3.3219281,0.5247755,3.8467036,0.516
"3087","MIR4519","hurdle",0.0232480329184686,-3.321928,-2.028197,1.293731,0.516
"3032","MIR128-2","hurdle",0.023248032918469,-3.3219281,-0.9452075,2.3767206,0.516
"2836","LRRC37B","hurdle",0.513577562306642,2.500939,4.605372,2.104433,0.516
"2626","LOC100506804","hurdle",0.650243661441128,1.775206,3.071497,1.296291,0.516
"2550","LOC100216479","hurdle",0.505939321709246,1.677465,2.497839,0.820374,0.516
"2543","LOC100134317","hurdle",0.198973227496701,-0.7315844,1.0138944,1.7454788,0.516
"2522","LOC100131094","hurdle",0.0232480329184696,-3.321928,-2.345387,0.976541,0.516
"2455","LINC00311","hurdle",0.0142989336607493,-2.659304,3.149616,5.80892,0.516
"2446","LINC00230A","hurdle",0.0232480329184682,-3.321928,-2.126377,1.195551,0.516
"2120","HYDIN","hurdle",0.0105502136602819,1.715391,3.294206,1.578815,0.516
"2100","HSD17B8","hurdle",0.0232480329184681,-3.321928,-2.603699,0.718229,0.516
"2026","HILPDA","hurdle",0.00395651044910117,2.833276,5.25355,2.420274,0.516
"1919","GRTP1","hurdle",0.0508356141696465,-2.787438,1.69829,4.485728,0.516
"1667","FLJ30403","hurdle",0.543372931147036,-0.1122999,1.0814276,1.1937275,0.516
"1447","ESPNP","hurdle",0.0232480329184687,-3.321928,-2.23173,1.090198,0.516
"1419","EP400NL","hurdle",0.594661662058109,-0.01757422,2.88563734,2.90321156,0.516
"1252","DNAJC13","hurdle",0.00753140871422054,5.832584,6.692182,0.859598,0.516
"1246","DNAH12","hurdle",0.0666773097175863,1.503566,4.780683,3.277117,0.516
"892","CHCHD8","hurdle",0.688785933249336,3.910036,4.513613,0.603577,0.516
"773","CCDC24","hurdle",0.762153096097169,2.699245,3.874258,1.175013,0.516
"666","C8orf44-SGK3","hurdle",0.0232480329184693,-3.321928,-1.691162,1.630766,0.516
"601","C22orf13","hurdle",0.753282615990223,4.663722,5.167467,0.503745,0.516
"532","C16orf74","hurdle",0.0232480329184693,-3.321928,-1.691162,1.630766,0.516
"428","BLVRB","hurdle",0.0478931975239922,3.298645,5.004501,1.705856,0.516
"378","B3GAT1","hurdle",0.0155677276897758,3.457254,4.566619,1.109365,0.516
"5604","ZNF788","hurdle",0.11296487879603,-2.619002,2.965263,5.584265,0.515
"5572","ZNF663","hurdle",0.580414045850709,0.6515473,1.473745,0.8221977,0.515
"5568","ZNF627","hurdle",0.665381542679164,4.289643,5.818613,1.52897,0.515
"5504","ZNF434","hurdle",0.145566009754083,3.957448,5.25416,1.296712,0.515
"5494","ZNF414","hurdle",0.390039954799776,-2.928071,-2.23173,0.696341,0.515
"5471","ZNF322","hurdle",0.78193770979258,1.725208,2.421712,0.696504,0.515
"5390","ZEB1-AS1","hurdle",0.643356540171839,1.287358,2.472907,1.185549,0.515
"5361","ZAN","hurdle",0.334332418588177,-3.030071,-2.028197,1.001874,0.515
"5315","WDR81","hurdle",0.286969122564763,-0.7315844,1.3514095,2.0829939,0.515
"5282","VWCE","hurdle",0.55241533621603,0.07745761,1.93576389,1.85830628,0.515
"5145","TTF2","hurdle",0.493836134815384,2.083729,3.829129,1.7454,0.515
"4903","TK1","hurdle",0.452422086982336,-2.364605,-1.418143,0.946462,0.515
"4816","TBC1D2","hurdle",0.581844008816515,1.53516,2.251353,0.716193,0.515
"4795","TAF2","hurdle",0.783257112824403,5.435757,6.037396,0.601639,0.515
"4574","SNORD12B","hurdle",0.337928800523565,-1.5472887,-0.4243754,1.1229133,0.515
"4231","SAMD1","hurdle",0.0714750753063755,-1.749963,0.199609,1.949572,0.515
"4163","ROM1","hurdle",0.364649505020386,-1.7718888,-0.5896239,1.1822649,0.515
"4071","RERG","hurdle",0.773509867974579,3.777143,4.401375,0.624232,0.515
"3805","POP5","hurdle",0.894183814834954,4.258546,4.980379,0.721833,0.515
"3796","POLR3D","hurdle",0.706905778408756,0.6800922,1.9836189,1.3035267,0.515
"3775","POFUT2","hurdle",0.254962473986752,1.81987,3.394974,1.575104,0.515
"3719","PLA2G6","hurdle",0.0752464288936885,-0.3889653,1.7054429,2.0944082,0.515
"3173","MPP5","hurdle",0.273030819352099,5.827922,6.434144,0.606222,0.515
"3125","MIR644A","hurdle",0.477144005053854,-0.08459486,2.25623152,2.34082638,0.515
"2914","MARC1","hurdle",0.771675282515385,1.957823,3.029367,1.071544,0.515
"2910","MAPKAPK2","hurdle",0.240253693627124,0.1894878,1.6322682,1.4427804,0.515
"2841","LRRC43","hurdle",0.0795231308349698,-1.386426,3.861507,5.247933,0.515
"2823","LRP3","hurdle",0.406876272598324,0.2451327,1.2572053,1.0120726,0.515
"2779","LOC728431","hurdle",0.321246004009622,-1.58561,2.285164,3.870774,0.515
"2637","LOC100507346","hurdle",0.449893999268498,0.8690481,3.2137236,2.3446755,0.515
"2628","LOC100506866","hurdle",0.160956560007693,1.00097,2.341343,1.340373,0.515
"2569","LOC100289187","hurdle",0.40097106934823,0.05894544,1.73370421,1.67475877,0.515
"2555","LOC100271722","hurdle",0.448412697301143,-0.3889653,1.6693194,2.0582847,0.515
"2548","LOC100192204","hurdle",0.162563488752059,-1.096305,2.59732,3.693625,0.515
"2461","LINC00471","hurdle",0.338095248856949,1.655044,2.612619,0.957575,0.515
"2441","LINC00085","hurdle",0.248411638222118,0.3195972,2.1129691,1.7933719,0.515
"2348","KIF27","hurdle",0.671072494007204,3.492744,4.425399,0.932655,0.515
"2282","KCNRG","hurdle",0.000139382556576249,-1.438079,3.617935,5.056014,0.515
"2241","ITPA","hurdle",0.382545207485186,3.667877,4.865344,1.197467,0.515
"2140","IFLTD1","hurdle",0.119873453217848,-2.9781698,0.8033604,3.7815302,0.515
"2082","HPSE2","hurdle",0.524841209961531,-0.2671808,1.1771462,1.444327,0.515
"2058","HMG20A","hurdle",0.82369590834305,5.529779,6.373132,0.843353,0.515
"2042","HIST1H4B","hurdle",0.351108636517715,-1.5663219,-0.5550252,1.0112967,0.515
"2041","HIST1H4A","hurdle",0.34605639001316,-1.096305,3.270288,4.366593,0.515
"1831","GLIS3-AS1","hurdle",0.450669810521996,-2.2371316,-0.5550252,1.6821064,0.515
"1754","GAB1","hurdle",0.384985534490034,5.541078,6.812374,1.271296,0.515
"1743","FXYD3","hurdle",0.50731516036008,-1.4380794,0.5567656,1.994845,0.515
"1579","FAM86C1","hurdle",0.480835841005895,-0.6582822,2.4173626,3.0756448,0.515
"1489","FAIM","hurdle",0.145537936436803,4.428309,5.222725,0.794416,0.515
"1172","DDR1","hurdle",0.697514685295743,-0.01757422,0.91863245,0.93620667,0.515
"1006","COPZ2","hurdle",0.37159276706027,-1.58561,1.59424,3.17985,0.515
"841","CDH26","hurdle",0.284932172420004,2.030882,3.336283,1.305401,0.515
"733","CASKIN1","hurdle",0.293860135845064,-2.43283,-0.9907222,1.4421078,0.515
"657","C7orf61","hurdle",0.529200081228055,0.2934417,1.3785116,1.0850699,0.515
"598","C21orf56","hurdle",0.44224600432936,-2.120013,-1.298844,0.821169,0.515
"434","BMPR2","hurdle",0.762678760828441,6.933032,7.437074,0.504042,0.515
"421","BHMT","hurdle",0.0750632442295206,-2.9781698,0.1585038,3.1366736,0.515
"260","AQP7P3","hurdle",0.452399050690643,-2.700763,-1.76833,0.932433,0.515
"192","AMZ2P1","hurdle",0.744498967663723,5.39221,6.071012,0.678801999999999,0.515
"96","ADCY8","hurdle",0.333039879124078,3.785612,5.45795,1.672338,0.515
"27","ABHD1","hurdle",0.594185160371769,-0.648108,0.4920599,1.1401679,0.515
"5470","ZNF304","hurdle",0.409185492109333,3.147686,4.517682,1.369996,0.514
"5458","ZNF253","hurdle",0.495105476716203,3.538004,5.111354,1.57335,0.514
"4809","TAS2R38","hurdle",0.100074538253126,-3.258642,-2.028197,1.230445,0.514
"4653","SPDYE6","hurdle",0.343542211721206,-2.0116923,-0.5550252,1.4566671,0.514
"4588","SNORD4A","hurdle",0.66960664275449,0.8259042,1.5942403,0.7683361,0.514
"4549","SNORA50","hurdle",0.100074538253126,-2.2679596,0.8685338,3.1364934,0.514
"4472","SLC39A14","hurdle",0.282343189941161,3.170859,4.654243,1.483384,0.514
"4305","SELS","hurdle",0.623722272747685,5.162231,5.784825,0.622593999999999,0.514
"4279","SDCBP2","hurdle",0.100074538253133,-3.198015,-1.76833,1.429685,0.514
"4056","RCOR1","hurdle",0.5462440075348,3.148416,4.057311,0.908895,0.514
"3928","PTCD1","hurdle",0.100074538253129,-3.258642,-1.691162,1.56748,0.514
"3626","PDSS2","hurdle",0.623024218068088,3.195785,3.736151,0.540366,0.514
"3617","PDIA6","hurdle",0.0425340659998599,4.998038,6.07205,1.074012,0.514
"3554","PBX4","hurdle",0.656300044753591,0.6921549,1.8219077,1.1297528,0.514
"3408","NPSR1","hurdle",0.100074538253129,-3.139834,1.456891,4.596725,0.514
"3356","NFKBID","hurdle",0.246269050395118,0.5754426,1.8284743,1.2530317,0.514
"3278","NAA40","hurdle",0.88970471361362,3.566133,4.488954,0.922820999999999,0.514
"3106","MIR548AE2","hurdle",0.100074538253132,-3.198015,-1.242701,1.955314,0.514
"3089","MIR4529","hurdle",0.0746233863535734,-0.5501278,1.0253718,1.5754996,0.514
"2774","LOC653501","hurdle",0.100074538253135,-3.083909,-1.481709,1.6022,0.514
"2767","LOC645752","hurdle",0.100074538253124,-3.083909,-0.5550252,2.5288838,0.514
"2591","LOC100505695","hurdle",0.282663983524809,0.172367,1.114045,0.941678,0.514
"2579","LOC100379224","hurdle",0.157069773375491,1.760006,3.542058,1.782052,0.514
"2547","LOC100190986","hurdle",0.10007453825313,-3.2586419,-0.4882218,2.7704201,0.514
"2401","LARS2","hurdle",0.0409087663151448,2.514589,5.105959,2.59137,0.514
"2343","KIF16B","hurdle",0.552499597221344,5.240297,5.913546,0.673249,0.514
"2199","INSL4","hurdle",0.100074538253129,-3.139834,-2.126377,1.013457,0.514
"2063","HMGCS1","hurdle",0.836346539479523,8.207973,8.732534,0.524560999999999,0.514
"2045","HIST2H2AB","hurdle",0.100074538253125,-2.832809,-1.03772,1.795089,0.514
"1804","GGA1","hurdle",0.0874335216115489,2.065297,3.476674,1.411377,0.514
"1726","FRMD6-AS1","hurdle",0.252433587477698,-0.648108,1.286118,1.934226,0.514
"1679","FLJ38109","hurdle",0.708818986626338,2.069927,3.068726,0.998799,0.514
"1556","FAM35B","hurdle",0.100074538253128,-3.258642,-1.936274,1.322368,0.514
"1322","DYX1C1-CCPG1","hurdle",0.100074538253126,-2.03802,1.413874,3.451894,0.514
"1233","DKFZP564C196","hurdle",0.00216845351993438,-2.97817,-1.03772,1.94045,0.514
"1216","DHX16","hurdle",0.100074538253125,-1.9858369,-0.5550252,1.4308117,0.514
"1210","DHRS12","hurdle",0.758636498697815,2.512323,3.587288,1.074965,0.514
"978","CNTROB","hurdle",0.229120405974526,1.951146,4.728096,2.77695,0.514
"941","CLEC4A","hurdle",0.53224744636135,3.954947,4.603459,0.648512,0.514
"741","CAV3","hurdle",0.100074538253128,-3.1980155,0.7351029,3.9331184,0.514
"646","C6orf7","hurdle",0.100074538253128,-3.258642,1.002325,4.260967,0.514
"525","C15orf44","hurdle",0.692112980480331,4.404069,5.553697,1.149628,0.514
"376","B3GALT5","hurdle",0.100074538253125,-3.13983442,-0.09124906,3.04858536,0.514
"336","ATG4B","hurdle",0.818212053905033,3.628664,4.142782,0.514118,0.514
"270","ARHGAP29","hurdle",0.772643917869871,4.71068,5.440909,0.730229,0.514
"5613","ZNF827","hurdle",0.570386419898479,2.477898,3.634893,1.156995,0.513
"5597","ZNF76","hurdle",0.843727364506827,2.797432,4.840382,2.04295,0.513
"5543","ZNF557","hurdle",0.301450104260204,3.623949,4.616798,0.992849,0.513
"5486","ZNF394","hurdle",0.201124349005538,3.231353,4.564654,1.333301,0.513
"5452","ZNF230","hurdle",0.383698121087239,-0.5885251,2.2464571,2.8349822,0.513
"5389","ZDHHC8","hurdle",0.759090620676189,0.6266225,1.2376032,0.6109807,0.513
"5384","ZDHHC11","hurdle",0.211474853042947,1.284705,2.373132,1.088427,0.513
"5264","VILL","hurdle",0.00569513101443382,-0.9024497,3.3659273,4.268377,0.513
"5243","USP51","hurdle",0.79073712200035,3.361051,4.816633,1.455582,0.513
"5230","USP21","hurdle",0.207601935596942,2.721976,4.747283,2.025307,0.513
"5152","TTTY14","hurdle",0.0722358227349521,-0.9391926,1.7545427,2.6937353,0.513
"5102","TRMU","hurdle",0.811250900777724,1.628088,2.60116,0.973072,0.513
"4885","THNSL2","hurdle",0.17461782569545,1.185795,3.188421,2.002626,0.513
"4853","TET2","hurdle",0.137218835747679,5.743739,6.639475,0.895736,0.513
"4554","SNORA70E","hurdle",0.588371164668409,-0.4583807,1.103254,1.5616347,0.513
"4319","SERINC4","hurdle",0.454790442484272,0.7432918,1.3963009,0.6530091,0.513
"4222","S100A2","hurdle",0.581506398472899,-1.304246,0.199609,1.503855,0.513
"4177","RPL21","hurdle",0.0023096098283988,-0.7208819,1.2669074,1.9877893,0.513
"4105","RHCG","hurdle",0.389075037943279,-0.6997121,1.7196427,2.4193548,0.513
"4001","RAD51B","hurdle",0.282751398068846,1.705507,2.898177,1.19267,0.513
"3564","PCDHB13","hurdle",0.018080755496722,-2.78743764,-0.01873656,2.76870108,0.513
"3521","PABPN1","hurdle",0.0349141643513501,-0.07775094,2.7572986,2.83504954,0.513
"3344","NEURL2","hurdle",0.428661718662236,-1.707086,-1.0863,0.620786,0.513
"3294","NAT6","hurdle",0.436049475267013,0.9449425,2.6427388,1.6977963,0.513
"3247","MUS81","hurdle",0.57641388358496,2.706201,3.472488,0.766287,0.513
"3188","MRPS10","hurdle",0.142706505066927,4.748476,6.217043,1.468567,0.513
"2762","LOC644554","hurdle",0.0216845866247093,-0.2907291,3.3860989,3.676828,0.513
"2741","LOC440434","hurdle",0.0454158708100419,2.790903,4.122886,1.331983,0.513
"2694","LOC285540","hurdle",0.220679598720302,-1.068902,1.523157,2.592059,0.513
"2687","LOC284440","hurdle",0.195646437099064,0.7041177,3.5035949,2.7994772,0.513
"2641","LOC100507466","hurdle",0.403876622987912,-0.3889653,2.2217274,2.6106927,0.513
"2500","LOC100129046","hurdle",0.128724007225207,-0.9145936,2.4086242,3.3232178,0.513
"2482","LOC100009676","hurdle",0.04382535212599,0.5223801,4.1572002,3.6348201,0.513
"2457","LINC00341","hurdle",0.736235805617538,1.197126,2.950288,1.753162,0.513
"2207","IPMK","hurdle",0.772731231354904,2.937446,4.130878,1.193432,0.513
"2136","IFI44","hurdle",0.751991809506464,4.725917,5.312122,0.586205,0.513
"2118","HUS1","hurdle",0.41928688855168,4.033295,5.459537,1.426242,0.513
"2043","HIST1H4H","hurdle",0.365634300177146,-0.0914714,1.1668191,1.2582905,0.513
"1936","GTF2H2D","hurdle",0.174746504770236,-3.030071,-2.23173,0.798341,0.513
"1881","GPR135","hurdle",0.0199392957874076,-1.167178,2.085819,3.252997,0.513
"1784","GBA","hurdle",0.579345904270925,3.246429,4.440481,1.194052,0.513
"1699","FLT3LG","hurdle",0.589358060039356,-0.05741186,2.98890454,3.0463164,0.513
"1578","FAM86B2","hurdle",0.59141656213767,-2.120013,-1.188662,0.931351,0.513
"1430","EPM2A","hurdle",0.802191700018569,4.110979,4.612999,0.50202,0.513
"1162","DCUN1D4","hurdle",0.611516221651966,7.845273,8.596202,0.750929,0.513
"1111","CYP1A2","hurdle",0.158215805745092,-2.7874376,-0.4243754,2.3630622,0.513
"1110","CYP17A1","hurdle",0.591002482878629,-1.8397396,-0.2761244,1.5636152,0.513
"1078","CTRL","hurdle",0.117698393622878,-0.4672973,2.472907,2.9402043,0.513
"925","CINP","hurdle",0.870097175738239,3.672958,4.308133,0.635175,0.513
"879","CEP55","hurdle",0.562715563213412,-0.1334335,1.7818673,1.9153008,0.513
"677","C9orf114","hurdle",0.310748504183479,3.17373,4.838757,1.665027,0.513
"604","C2CD4A","hurdle",0.0325451879446163,-1.886814,2.546446,4.43326,0.513
"441","BOP1","hurdle",0.591948688503085,-2.3646048,-0.7369656,1.6276392,0.513
"198","ANGPTL3","hurdle",0.10644105954152,-0.01104026,1.74068388,1.75172414,0.513
"5634","ZSCAN20","hurdle",0.688728263996322,-0.3066443,3.1364454,3.4430897,0.512
"5629","ZP2","hurdle",0.227988969996738,-3.1980155,0.2395754,3.4375909,0.512
"5440","ZNF197","hurdle",0.316155523439229,3.517247,5.299178,1.781931,0.512
"5407","ZFYVE26","hurdle",0.886407286360883,2.997815,4.42106,1.423245,0.512
"5370","ZBTB49","hurdle",0.0261700928185496,1.279385,4.476465,3.19708,0.512
"5219","UPK3BL","hurdle",0.0800270411734096,-3.0300709,-0.6614146,2.3686563,0.512
"5135","TTC29","hurdle",0.301352131555868,-3.1398344,-0.8582719,2.2815625,0.512
"5021","TNFRSF17","hurdle",0.437634272958351,-2.7007632,-0.5896239,2.1111393,0.512
"4985","TMEM53","hurdle",0.41775020844089,2.345414,2.988905,0.643491,0.512
"4928","TMED8","hurdle",0.171921636885144,0.8796354,2.2167302,1.3370948,0.512
"4891","TICAM1","hurdle",0.741100751093919,-2.03802,-0.901085,1.136935,0.512
"4644","SPATA2","hurdle",0.67293791155055,2.059101,3.188421,1.12932,0.512
"4614","SNX19","hurdle",0.921361349501499,4.622032,5.663822,1.04179,0.512
"4335","SFRP5","hurdle",0.222161739010738,-3.198015,1.286118,4.484133,0.512
"4314","SENP8","hurdle",0.509497182442184,-0.0914714,0.7068692,0.7983406,0.512
"4217","RXRB","hurdle",0.462837659397695,-2.20694862,0.02765634,2.23460496,0.512
"4152","RNF26","hurdle",0.506578198979817,1.581292,2.863427,1.282135,0.512
"4121","RINL","hurdle",0.133643495980702,0.6055177,2.0469304,1.4414127,0.512
"4099","RGS22","hurdle",0.0419533699952623,1.139561,3.595011,2.45545,0.512
"3916","PSMC3IP","hurdle",0.345044929354461,0.3039609,2.3413431,2.0373822,0.512
"3869","PRKACA","hurdle",0.228295310733843,1.89311,3.046367,1.153257,0.512
"3827","PPM1L","hurdle",0.816280294041673,0.2934417,1.815311,1.5218693,0.512
"3714","PKP3","hurdle",0.251304149496329,-3.198015,-1.418143,1.779872,0.512
"3631","PDZK1IP1","hurdle",0.00295433512821779,-3.198015,1.048056,4.246071,0.512
"3537","PAQR7","hurdle",0.00908795742677202,2.944186,4.07122,1.127034,0.512
"3454","NUP37","hurdle",0.227016058865036,2.789032,4.138825,1.349793,0.512
"3373","NKG7","hurdle",0.35842382101652,-3.198015,-2.603699,0.594316,0.512
"3273","MZF1","hurdle",0.213339487081011,1.109893,3.183307,2.073414,0.512
"3185","MRPL38","hurdle",0.201122434953648,2.764488,3.267874,0.503386,0.512
"3088","MIR4526","hurdle",0.0814792555472203,-3.139834,-1.357261,1.782573,0.512
"3079","MIR4324","hurdle",0.457286673284262,-2.832809,-2.23173,0.601079,0.512
"3075","MIR425","hurdle",0.305734844060302,-3.1398344,-0.9907222,2.1491122,0.512
"3054","MIR3151","hurdle",0.411368592874716,-2.120013,-0.2482184,1.8717946,0.512
"2972","MEIG1","hurdle",0.403385841083066,-2.659304,1.654613,4.313917,0.512
"2757","LOC643339","hurdle",0.0519726385908806,-3.083909,-0.2761244,2.8077846,0.512
"2742","LOC440518","hurdle",0.210928423489033,-3.198015,-2.468769,0.729246,0.512
"2698","LOC285758","hurdle",0.738411397070805,-0.1405474,1.6472031,1.7877505,0.512
"2677","LOC283335","hurdle",0.0679019601338759,0.9549891,4.4112513,3.4562622,0.512
"2660","LOC152578","hurdle",0.425521690219757,1.079602,1.669319,0.589717,0.512
"2652","LOC145216","hurdle",0.0208502100634075,-3.1980155,-0.9907222,2.2072933,0.512
"2629","LOC100506874","hurdle",0.0510565769945046,-2.74345,0.116193,2.859643,0.512
"2613","LOC100506422","hurdle",0.0315799261628759,-3.1980155,-0.6614146,2.5366009,0.512
"2559","LOC100287010","hurdle",0.109351101132062,-2.87965401,0.07260375,2.95225776,0.512
"2545","LOC100144604","hurdle",0.254866285501064,-3.139834,2.134327,5.274161,0.512
"2448","LINC00244","hurdle",0.138727523757773,-2.9280711,0.4068702,3.3349413,0.512
"2350","KIF4A","hurdle",0.366375710149349,-1.83974,1.081428,2.921168,0.512
"2340","KIAA1984","hurdle",0.334447564156378,-1.7941531,0.1585038,1.9526569,0.512
"2319","KIAA0753","hurdle",0.67123366403178,3.292716,4.535852,1.243136,0.512
"2281","KCNQ2","hurdle",0.0973779327365227,0.1316102,2.1343269,2.0027167,0.512
"2191","INGX","hurdle",0.580679339270475,-2.579796,-1.418143,1.161653,0.512
"2178","IL5","hurdle",0.182128727007068,-1.794153,1.815311,3.609464,0.512
"2166","IKBKG","hurdle",0.452285511361764,-1.5099595,-0.8166928,0.6932667,0.512
"2085","HRNR","hurdle",0.305554547465637,1.555112,3.966454,2.411342,0.512
"2025","HIGD2B","hurdle",0.0105339468452203,-3.1980155,-0.5550252,2.6429903,0.512
"2011","HGD","hurdle",0.336008391492913,-2.74345,3.340884,6.084334,0.512
"1905","GPT","hurdle",0.165180679762582,-3.198015,4.207188,7.405203,0.512
"1884","GPR146","hurdle",0.588719185346922,0.3350658,1.0138944,0.6788286,0.512
"1859","GOLGA8IP","hurdle",0.054969253821483,-3.1398344,-0.3632351,2.7765993,0.512
"1718","FOXRED1","hurdle",0.582638753319597,5.396209,6.116327,0.720118,0.512
"1598","FBF1","hurdle",0.389383647741324,-1.4735718,0.7490152,2.222587,0.512
