"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.microglia","log2fold_change","Auc"
"701","GCH1","hurdle",0.000971701884941535,3.241931,6.010668,2.768737,0.657
"533","DUSP5","hurdle",0.0271509441258714,3.341055,5.6858,2.344745,0.657
"270","CAPZA1","hurdle",0.66587948575159,9.262548,10.281829,1.019281,0.657
"1769","SLC11A1","hurdle",0.000398887039105643,-0.3510471,5.0596149,5.410662,0.656
"803","HLA-DRB4","hurdle",8.65426673925896e-08,-3.321928,1.446256,4.768184,0.656
"346","CDV3","hurdle",0.0730570301161486,6.960579,8.558564,1.597985,0.656
"124","ATF6","hurdle",0.0968680963305774,6.504662,7.083213,0.578551,0.656
"1783","SLC31A2","hurdle",0.0253437893104551,5.255936,7.184627,1.928691,0.655
"695","GAL3ST4","hurdle",0.00256205950676431,0.2545176,3.6836965,3.4291789,0.654
"411","CREG1","hurdle",0.0462156181962992,4.699594,6.424796,1.725202,0.654
"1807","SMAD3","hurdle",0.0308541613457969,4.254096,7.865579,3.611483,0.653
"1688","RUNX1-IT1","hurdle",8.76759631037223e-06,-2.946307,5.835419,8.781726,0.653
"1409","PEA15","hurdle",0.115081804698371,6.56374,7.758473,1.194733,0.653
"1888","STK38L","hurdle",0.00636689585778476,4.623744,6.030115,1.406371,0.652
"939","KLF3","hurdle",0.080858877692629,5.64288,6.544578,0.901698,0.652
"539","EBI3","hurdle",1.6607477518568e-05,-0.4068373,3.0400157,3.446853,0.652
"464","DAGLB","hurdle",0.000220336599683012,2.758181,7.787331,5.02915,0.652
"463","DAB2","hurdle",0.0128321318563574,4.408293,6.868514,2.460221,0.652
"1995","TNFRSF10B","hurdle",0.000944376205623846,3.287683,7.16088,3.873197,0.651
"1876","SSH1","hurdle",0.00572925854658963,4.542304,6.747018,2.204714,0.651
"1700","SASH3","hurdle",4.64956392304234e-05,-2.401869,1.661065,4.062934,0.651
"1098","LPAR5","hurdle",2.4500504213214e-05,-3.121927,4.663914,7.785841,0.651
"2137","XIRP1","hurdle",5.34102428937798e-05,-2.319249,3.496654,5.815903,0.65
"727","GNG5","hurdle",0.0573725679386114,3.932372,4.770168,0.837796,0.65
"973","LILRB1","hurdle",5.10622265835847e-05,-1.680863,4.474112,6.154975,0.649
"1544","RAB32","hurdle",0.000109968464595402,-0.6376683,4.9384034,5.5760717,0.648
"1386","PADI2","hurdle",0.172871395233557,5.892238,6.769507,0.877269,0.648
"897","ITPRIP","hurdle",0.00777319941454492,2.809575,4.656782,1.847207,0.648
"72","ANKRD22","hurdle",8.01877590375756e-05,-0.7060148,7.0393303,7.7453451,0.648
"1461","PLVAP","hurdle",8.91976196151587e-05,-1.923749,2.925999,4.849748,0.647
"1158","MBNL1","hurdle",0.144411554810093,6.640898,8.306233,1.665335,0.647
"854","IKZF1","hurdle",6.73676170830445e-05,-0.6714368,6.2545563,6.9259931,0.647
"607","FAM105A","hurdle",0.000194012928115276,2.198716,7.866352,5.667636,0.647
"2229","ZNF812","hurdle",0.00013718196503609,-0.220338,6.017644,6.237982,0.646
"1163","MDM2","hurdle",0.0653297546361727,7.859642,8.738641,0.878998999999999,0.646
"458","CYSLTR1","hurdle",0.000270294279550204,0.8997938,4.4161642,3.5163704,0.645
"1843","SOAT1","hurdle",0.0389913172067203,4.954352,8.503975,3.549623,0.644
"1711","SDCBP","hurdle",0.0907022860252236,7.709485,9.472386,1.762901,0.644
"1297","NCKAP1L","hurdle",1.86908570688331e-05,0.08790445,6.61065577,6.52275132,0.644
"893","ITGB5","hurdle",0.0390821171767912,3.727374,4.502235,0.774861,0.644
"327","CD69","hurdle",0.000231810410031917,2.030382,6.974845,4.944463,0.644
"37","ADPRH","hurdle",0.000286968144047929,-0.4211286,2.8021932,3.2233218,0.644
"2160","ZFHX3","hurdle",0.0110709859439957,5.383595,6.638979,1.255384,0.643
"1299","NCOA4","hurdle",0.0744974878844719,6.95933,9.06181,2.10248,0.643
"717","GLIPR1","hurdle",0.0128500461568411,4.379465,6.370251,1.990786,0.643
"497","DHRS3","hurdle",0.0363838671442463,5.026718,6.602328,1.57561,0.643
"460","CYTH4","hurdle",0.000571386906470675,-0.4283277,1.797013,2.2253407,0.643
"183","BTG3","hurdle",0.108796922233989,3.700398,4.572132,0.871734,0.643
"2052","TUBB6","hurdle",8.61245406482053e-05,-1.630178,5.070389,6.700567,0.642
"1130","LYZ","hurdle",7.07977040627884e-07,-2.051316,5.548051,7.599367,0.642
"1393","PARP4","hurdle",0.0637562916782788,4.4415,5.852686,1.411186,0.641
"1129","LYVE1","hurdle",0.000302842732572132,0.8500811,3.6264391,2.776358,0.641
"875","INPP5D","hurdle",0.0325751704221625,2.245837,5.181401,2.935564,0.641
"774","HCK","hurdle",0.000532168405019916,-0.9850607,3.7319978,4.7170585,0.641
"303","CCRL2","hurdle",0.00102819020122044,0.7893143,5.6962721,4.9069578,0.641
"122","ATF3","hurdle",0.064512612651875,4.321097,5.35447,1.033373,0.641
"1907","SYK","hurdle",3.30822079294232e-05,-0.6972923,4.9501184,5.6474107,0.64
"1196","MIR155HG","hurdle",0.000209702995716307,0.6996969,5.4275224,4.7278255,0.64
"671","FMN1","hurdle",0.0265800999919991,2.777082,4.923625,2.146543,0.64
"592","ETF1","hurdle",0.020858152567646,5.638257,8.883712,3.245455,0.64
"1395","PARVG","hurdle",5.20863916418465e-05,-0.08334578,5.53255074,5.61589652,0.639
"29","ADAMTSL4","hurdle",0.00144633701004277,1.254742,4.545351,3.290609,0.639
"1698","SAMD9L","hurdle",0.0122461632908137,2.684176,6.771985,4.087809,0.638
"884","IRF8","hurdle",0.00177466759815902,1.812555,6.176921,4.364366,0.638
"284","CBFB","hurdle",0.0581788581203346,5.533427,8.451108,2.917681,0.638
"532","DUSP1","hurdle",0.192362266568236,7.461803,8.303667,0.841864000000001,0.637
"1294","NCF2","hurdle",0.00022498276563353,0.6897564,5.2588016,4.5690452,0.636
"966","LGALS9","hurdle",0.00120212428140661,-0.4428346,1.0268001,1.4696347,0.636
"467","DBI","hurdle",0.146136767714802,6.701569,7.758889,1.05732,0.636
"1104","LPXN","hurdle",0.0590977223502225,4.179399,5.775775,1.596376,0.635
"2181","ZNF217","hurdle",0.0283896915087527,2.30889,5.104861,2.795971,0.634
"1678","RREB1","hurdle",0.0599761877164498,2.819486,4.157852,1.338366,0.634
"1150","MARCKS","hurdle",0.151174222679764,9.482556,10.478871,0.996314999999999,0.634
"1671","RPS6KA1","hurdle",0.00298575745736816,0.2944226,4.4822029,4.1877803,0.633
"1410","PEAK1","hurdle",0.0703339475213966,5.282773,7.815223,2.53245,0.633
"1346","O3FAR1","hurdle",0.00599009046388015,0.7193748,1.4789718,0.759597,0.633
"568","ELMO1","hurdle",0.138711253243288,6.005178,7.190195,1.185017,0.633
"2039","TSPYL5","hurdle",0.165093530417231,5.821261,7.420276,1.599015,0.632
"1974","TMEM156","hurdle",0.00273656471104197,1.947989,4.042207,2.094218,0.632
"601","F11R","hurdle",0.0330996401307661,2.185808,4.324631,2.138823,0.632
"114","ARRB2","hurdle",0.0414796324333795,1.358781,4.264912,2.906131,0.632
"1478","PPARG","hurdle",0.000127235655692643,-0.4648721,4.8814199,5.346292,0.631
"1475","POTEE","hurdle",0.000543343615105301,-2.2927281,0.4982509,2.790979,0.631
"992","LITAF","hurdle",0.146667374467193,5.449021,6.450799,1.001778,0.631
"967","LGMN","hurdle",0.0756335749633177,5.605255,7.791,2.185745,0.631
"253","C6orf62","hurdle",0.216574795661679,9.690302,10.473427,0.783124999999998,0.631
"1869","SRGAP2P2","hurdle",0.0796464187675959,1.152298,2.314697,1.162399,0.63
"718","GLRX","hurdle",0.0808580455091765,4.43035,6.386509,1.956159,0.63
"325","CD58","hurdle",0.014284756293096,3.504975,4.058533,0.553558,0.63
"903","JDP2","hurdle",0.0347198361166996,2.790322,5.075747,2.285425,0.629
"1238","MR1","hurdle",0.0254065795461049,3.895367,5.734032,1.838665,0.628
"662","FLJ10038","hurdle",0.00547472342385028,2.794194,5.875903,3.081709,0.628
"651","FGD4","hurdle",0.0432378395328608,6.043817,7.735387,1.69157,0.628
"307","CD164","hurdle",0.185165396435905,6.834766,7.862482,1.027716,0.628
"197","C12orf75","hurdle",0.00688137562375581,0.696391,2.121015,1.424624,0.626
"1661","RPS13","hurdle",0.238247068681896,5.500515,6.511357,1.010842,0.625
"1582","RCC2","hurdle",0.0455282696751966,2.533925,5.286789,2.752864,0.625
"1500","PRPF38B","hurdle",0.0185384572442783,6.291639,8.086335,1.794696,0.625
"1307","NFKBID","hurdle",0.0158848067223945,0.6527104,3.0179219,2.3652115,0.625
"1271","MYLIP","hurdle",0.157799292242508,5.17556,6.862327,1.686767,0.625
"1148","MAPKAPK2","hurdle",0.0201580810100948,0.4595291,2.2592725,1.7997434,0.625
"938","KLF10","hurdle",0.153950159329187,5.433965,6.205305,0.77134,0.625
"98","ARHGAP15","hurdle",0.00706488135434722,4.219392,7.564912,3.34552,0.625
"47","AGPAT9","hurdle",0.0159973183964495,1.042019,6.173177,5.131158,0.625
"1645","RPL23","hurdle",0.100032781794998,6.163273,6.951722,0.788449,0.624
"1255","MTHFD2","hurdle",0.000658048647788497,3.75067,7.760554,4.009884,0.624
"1134","MAGT1","hurdle",0.141270898719477,4.923757,6.809447,1.88569,0.624
"2030","TRIM22","hurdle",0.0114667850226557,3.695853,6.547473,2.85162,0.623
"2016","TPP1","hurdle",0.206070994133673,6.596586,7.320575,0.723989,0.623
"874","INHBA","hurdle",0.00327332783248658,1.254742,5.395748,4.141006,0.623
"686","FTL","hurdle",0.360220265683707,9.017511,10.506469,1.488958,0.623
"1896","STXBP2","hurdle",2.96196159677657e-05,-3.218465,5.694532,8.912997,0.622
"1743","SH3BP2","hurdle",0.13897833594004,4.420115,5.223036,0.802921,0.622
"1668","RPS2","hurdle",0.0123641067681577,1.787917,4.288174,2.500257,0.622
"1667","RPS19","hurdle",0.294340006150894,5.876531,7.633268,1.756737,0.622
"1119","LTBR","hurdle",0.0233911662496642,-0.1472437,1.4127815,1.5600252,0.622
"315","CD300E","hurdle",0.000107773727695752,-3.218465,5.081084,8.299549,0.622
"1450","PLD4","hurdle",0.000239054263483942,-2.8273364,0.8875253,3.7148617,0.621
"1111","LRRC33","hurdle",1.42988564600496e-05,-3.031447,3.456149,6.487596,0.621
"99","ARHGAP18","hurdle",0.0780366969502907,4.675031,5.774128,1.099097,0.621
"1798","SLC7A7","hurdle",0.0181149284500344,2.465659,7.391566,4.925907,0.62
"1669","RPS27A","hurdle",0.0929054313275785,5.31829,6.118422,0.800132,0.62
"747","GRN","hurdle",0.113632593844899,3.479236,6.178167,2.698931,0.62
"89","APOC1","hurdle",0.0498096436760894,1.767584,4.510171,2.742587,0.62
"10","ABI1","hurdle",0.349452862417537,7.612955,8.667688,1.054733,0.62
"742","GPR65","hurdle",0.000494949814521145,-2.988249,1.57289,4.561139,0.619
"1655","RPL37","hurdle",0.278375130095885,3.818384,5.032321,1.213937,0.618
"1032","LOC100507246","hurdle",0.0257818469105898,4.083324,5.907792,1.824468,0.618
"453","CYBRD1","hurdle",0.129738121842484,5.665457,7.348507,1.68305,0.618
"257","C7orf58","hurdle",0.0356347530689331,2.770023,4.288174,1.518151,0.618
"1425","PHLDA1","hurdle",0.211029635266252,6.021287,7.428674,1.407387,0.617
"214","C17orf62","hurdle",0.109072271829454,2.439203,4.494256,2.055053,0.617
"1906","SYAP1","hurdle",0.19844133192565,5.164686,7.407586,2.2429,0.616
"1224","MKNK1","hurdle",0.0386299715235876,4.924817,6.583647,1.65883,0.616
"111","ARPC1B","hurdle",0.0318857306428908,1.563167,3.946029,2.382862,0.616
"1545","RAB39A","hurdle",0.000916472283787339,-1.698162,4.587215,6.285377,0.615
"1447","PLAU","hurdle",0.00176915852774709,-1.214726,3.922436,5.137162,0.615
"1245","MS4A4A","hurdle",0.00116842191054966,0.535498,6.228338,5.69284,0.615
"382","CLN8","hurdle",0.172167543858462,3.692538,4.231701,0.539163,0.615
"208","C16orf54","hurdle",0.00167769280228353,-0.768595,4.525912,5.294507,0.615
"1656","RPL39","hurdle",0.0161774614449079,-0.165173,1.0268,1.191973,0.614
"1581","RCBTB2","hurdle",0.108852711416863,4.58918,6.771985,2.182805,0.614
"1088","LOC728558","hurdle",0.0661512713852022,2.451021,6.105385,3.654364,0.614
"719","GM2A","hurdle",0.0563777790127857,3.881606,6.940754,3.059148,0.614
"272","CARD16","hurdle",0.00392206736826296,0.7062861,2.722466,2.0161799,0.614
"188","C10orf128","hurdle",0.00370145108713147,1.245724,2.680887,1.435163,0.614
"1210","MIR4461","hurdle",0.0470706954150748,-0.8925486,0.3645724,1.257121,0.613
"636","FCAR","hurdle",0.00111225816413737,-2.865913,2.201634,5.067547,0.613
"1958","TLR7","hurdle",0.00319683849310581,3.864771,7.288059,3.423288,0.612
"1239","MRC1","hurdle",0.0030784641472115,0.18073,3.244126,3.063396,0.612
"283","CASS4","hurdle",0.00283262435916424,-0.3442226,3.6906964,4.034919,0.612
"1880","ST8SIA4","hurdle",0.0808058739734288,4.46743,7.645478,3.178048,0.611
"1598","RGS18","hurdle",0.00708919267087748,0.6864276,2.2592725,1.5728449,0.611
"1595","RG9MTD1","hurdle",0.00523497457599686,4.779096,7.058398,2.279302,0.611
"1462","PLXDC2","hurdle",0.0235426233831586,3.78648,5.916775,2.130295,0.611
"1305","NFKB1","hurdle",0.132156765781844,4.669141,5.82273,1.153589,0.611
"839","IER3","hurdle",0.00521607628711797,-1.265396,1.57289,2.838286,0.611
"953","LAIR1","hurdle",0.00721641014155513,-0.759487,3.281698,4.041185,0.61
"2103","VAMP8","hurdle",0.00240645532323162,-0.4139653,4.9384034,5.3523687,0.609
"2032","TRIM38","hurdle",0.00419756162246409,2.31537,5.265849,2.950479,0.609
"1998","TNFRSF12A","hurdle",0.00837656755546442,-0.9025396,3.9342806,4.8368202,0.609
"1766","SKAP2","hurdle",0.0713794835850386,4.380496,7.782015,3.401519,0.609
"339","CDK6","hurdle",0.18997977422521,5.007172,6.561861,1.554689,0.608
"2144","YTHDF2","hurdle",0.21186167752336,5.667886,7.752213,2.084327,0.607
"1569","RBBP8","hurdle",0.186189670934739,3.927093,6.558038,2.630945,0.607
"838","ID2","hurdle",0.396101060351442,7.433509,8.166665,0.733156,0.607
"653","FGR","hurdle",0.0100176467594318,-1.680863,6.085605,7.766468,0.607
"638","FCGBP","hurdle",9.36656978794752e-05,-1.923749,5.104861,7.02861,0.607
"451","CYBASC3","hurdle",0.0273878660471806,3.307862,7.003237,3.695375,0.607
"347","CEBPG","hurdle",0.0617273927171468,4.334184,6.050665,1.716481,0.607
"223","C1orf162","hurdle",0.00852186988218682,2.182267,5.65571,3.473443,0.607
"172","BNC2","hurdle",0.00112227305072125,1.098212,4.478163,3.379951,0.607
"107","ARID5B","hurdle",0.0549606488424842,8.155305,9.370905,1.2156,0.607
"26","ADAM17","hurdle",0.0624907385391495,6.171481,7.875212,1.703731,0.607
"1438","PIK3R5","hurdle",0.00229879803912059,0.6216761,5.3389592,4.7172831,0.606
"1689","RUNX2","hurdle",0.055409478478074,3.10714,7.396391,4.289251,0.605
"1772","SLC15A3","hurdle",0.020584025824995,-0.3997444,2.2211037,2.6208481,0.604
"870","IL6ST","hurdle",0.192057696006336,7.892809,9.491302,1.598493,0.604
"412","CREM","hurdle",0.270205768896841,5.160794,6.343852,1.183058,0.604
"106","ARID5A","hurdle",0.0816565262576974,1.132864,3.804776,2.671912,0.604
"184","BTK","hurdle",0.0270941262675526,1.894178,3.648178,1.754,0.603
"1643","RPL18A","hurdle",0.0618930280055768,1.449942,3.040016,1.590074,0.602
"1622","RNF144B","hurdle",0.16802488038532,5.389237,7.472995,2.083758,0.602
"2191","ZNF3","hurdle",0.037262589934515,2.959136,7.202491,4.243355,0.601
"1357","OLFML3","hurdle",0.0358024041699024,3.35475,4.498251,1.143501,0.601
"1121","LUZP1","hurdle",0.326140908103169,5.965132,7.602977,1.637845,0.601
"374","CLEC2B","hurdle",0.0212199711652373,3.135491,5.968091,2.8326,0.601
"1773","SLC15A4","hurdle",0.0389344667870432,4.255782,6.908092,2.65231,0.6
"1657","RPL5","hurdle",0.094919024764883,7.207056,7.741298,0.534242,0.6
"2124","WDR1","hurdle",0.167777080834222,4.956081,5.912291,0.95621,0.599
"728","GNL2","hurdle",0.0983171600302672,5.284701,7.636443,2.351742,0.599
"580","EPB41","hurdle",0.142311343713503,0.5792304,1.1538053,0.5745749,0.599
"1420","PHC2","hurdle",0.23743790381056,3.813052,5.161384,1.348332,0.598
"1189","MICAL1","hurdle",0.0207098273640034,4.155823,6.483413,2.32759,0.598
"1144","MAP3K8","hurdle",0.129345166574983,3.500717,4.624247,1.12353,0.598
"92","APOL1","hurdle",0.0316087851124598,1.044622,3.125155,2.080533,0.598
"1649","RPL27","hurdle",0.42713681841234,5.605145,6.377861,0.772716,0.597
"1172","MEF2C","hurdle",0.466505667006739,8.499489,9.464112,0.964623,0.597
"935","KIF20B","hurdle",0.211741956895743,3.81572,5.146187,1.330467,0.597
"1662","RPS14","hurdle",0.0952913241599169,6.225733,7.211645,0.985912,0.596
"921","KDM6B","hurdle",0.029879664880796,0.5756362,2.9841336,2.4084974,0.596
"655","FHOD1","hurdle",0.000419454093194436,-1.372411,2.517276,3.889687,0.596
"408","CPVL","hurdle",0.0120807857742293,0.9169383,4.6780719,3.7611336,0.596
"1964","TMCC3","hurdle",0.0651457713174543,4.753079,5.268191,0.515112,0.595
"1753","SHISA2","hurdle",0.170490384462195,5.257199,7.836287,2.579088,0.595
"1568","RAVER1","hurdle",0.139479700683796,1.884042,3.397461,1.513419,0.595
"358","CHCHD7","hurdle",0.100152974408324,3.520481,6.948805,3.428324,0.595
"297","CCNB1IP1","hurdle",0.172160583848653,4.838412,6.851437,2.013025,0.595
"81","AP1B1","hurdle",0.355172716206054,3.420842,4.453682,1.03284,0.595
"1315","NKX3-1","hurdle",0.0169517302118704,4.078888,7.784062,3.705174,0.594
"1312","NINJ1","hurdle",0.181883501241258,2.920697,3.704595,0.783898,0.594
"1114","LRRC8C","hurdle",0.14966349856701,3.245894,4.090642,0.844748,0.594
"1093","LOC729737","hurdle",0.0297851080847127,-1.613671,1.153805,2.767476,0.594
"1602","RHOC","hurdle",0.315713962649793,3.901482,4.976134,1.074652,0.592
"804","HLA-DRB5","hurdle",0.000710294309226296,-3.269269,-1.074001,2.195268,0.592
"724","GNA13","hurdle",0.133511101999155,5.939931,7.782834,1.842903,0.592
"401","CORO1A","hurdle",0.0840379442521039,1.225224,3.543805,2.318581,0.592
"155","BCL10","hurdle",0.37716607534389,4.799654,6.188094,1.38844,0.592
"2105","VASP","hurdle",0.190081052942049,1.27039,2.680887,1.410497,0.591
"2068","UBE2D1","hurdle",0.138267160054866,4.012648,5.540322,1.527674,0.591
"595","ETV3","hurdle",0.179804808245194,1.484852,2.88996,1.405108,0.591
"1882","STARD5","hurdle",0.103924412478107,1.694901,2.76288,1.067979,0.59
"1653","RPL31","hurdle",0.313589484638798,5.449021,6.10145,0.652429,0.59
"971","LILRA4","hurdle",0.00188172466722582,-3.121927,5.532551,8.654478,0.59
"905","JMJD1C","hurdle",0.0492747898197023,8.240852,9.034902,0.79405,0.59
"25","ACY3","hurdle",0.00385114035457496,-0.6293482,3.5819538,4.211302,0.59
"1295","NCF4","hurdle",0.0052972898320726,-2.2927281,0.6205864,2.9133145,0.589
"706","GIMAP2","hurdle",0.00151564514614769,-2.615313,2.05745,4.672763,0.589
"487","DENND1C","hurdle",0.00285447292044125,-2.489509,4.719731,7.20924,0.589
"158","BCO2","hurdle",0.190292941945861,5.094685,6.289558,1.194873,0.589
"129","ATP6V0E1","hurdle",0.338739521955004,5.699294,7.629174,1.92988,0.589
"2005","TNFSF18","hurdle",3.04567689449585e-05,-3.075978,4.712871,7.788849,0.588
"1884","STAT6","hurdle",0.201557821534065,2.861417,4.437128,1.575711,0.588
"1389","PANX1","hurdle",0.0943704419054481,3.541821,4.579693,1.037872,0.588
"2120","WAS","hurdle",0.00221160498540831,-2.946307,1.446256,4.392563,0.587
"1537","PYCARD","hurdle",0.00966397491357852,-1.646876,4.031219,5.678095,0.587
"1354","OGFRL1","hurdle",0.124096756090416,3.373501,5.722124,2.348623,0.587
"1348","OASL","hurdle",0.00587552427983381,-2.3738,2.865424,5.239224,0.587
"1023","LOC100505746","hurdle",0.00837564440427139,-3.0759778,0.2172307,3.2932085,0.587
"622","FAM46A","hurdle",0.0513182175444769,5.837671,8.812498,2.974827,0.587
"2178","ZNF17","hurdle",0.0511147326358674,2.816444,3.946029,1.129585,0.586
"2111","VMP1","hurdle",0.189279735957757,6.815658,8.784349,1.968691,0.586
"1833","SNORD56B","hurdle",0.00592773582986791,-0.7777608,3.8863063,4.6640671,0.586
"1583","RCOR1","hurdle",0.159955088660384,3.224823,4.950118,1.725295,0.586
"1330","NR4A2","hurdle",0.184746348141963,5.899084,7.697228,1.798144,0.586
"1015","LOC100233209","hurdle",0.0024618348334053,-2.4597,1.478972,3.938672,0.586
"771","HCCS","hurdle",0.0342015368984781,2.558714,6.239121,3.680407,0.585
"462","CYTL1","hurdle",0.0201855428108659,-1.317911,3.559186,4.877097,0.585
"2020","TRA2B","hurdle",0.496103799259164,7.278852,8.31277,1.033918,0.584
"1770","SLC11A2","hurdle",0.220583817490555,6.752397,8.306802,1.554405,0.584
"1748","SH3TC1","hurdle",0.00554949569682979,-2.166978,3.951868,6.118846,0.584
"1738","SGPP1","hurdle",0.0444759919869399,3.337345,6.415319,3.077974,0.584
"1641","RPL11","hurdle",0.492155911772928,5.361066,5.871289,0.510223,0.584
"863","IL1RL2","hurdle",0.00522274254618805,-2.90555,2.181898,5.087448,0.584
"334","CDC42EP3","hurdle",0.383319669683282,4.380238,5.916775,1.536537,0.584
"1962","TM7SF4","hurdle",0.0210618486092405,-1.518409,1.307429,2.825838,0.583
"1905","SWAP70","hurdle",0.239181722300911,5.669151,7.47198,1.802829,0.583
"1890","STOM","hurdle",0.54888172108739,7.880071,8.466739,0.586668,0.583
"547","EEPD1","hurdle",0.228723589215766,3.63499,6.020424,2.385434,0.583
"504","DKC1","hurdle",0.274370888212567,4.942192,6.969099,2.026907,0.583
"491","DEPDC1","hurdle",0.0286982892955675,-1.6136711,-0.8956633,0.7180078,0.583
"314","CD300C","hurdle",0.0140922292169284,-0.6293482,6.0342487,6.6635969,0.583
"292","CCL20","hurdle",0.00845875117765019,1.494401,6.362601,4.8682,0.583
"260","C9orf66","hurdle",0.00236660530168712,-2.90555,1.661065,4.566615,0.583
"1911","SYTL3","hurdle",0.171529266807803,2.777082,3.922436,1.145354,0.582
"1609","RIN3","hurdle",0.0222046577760842,-1.5812132,-0.7369656,0.8442476,0.582
"1275","MYO1F","hurdle",0.0189989128857172,-0.2078955,4.6242471,4.8321426,0.582
"952","KYNU","hurdle",0.0128015258259486,0.1712354,2.9841336,2.8128982,0.582
"805","HLA-E","hurdle",0.01544104617349,-2.865913,-1.798366,1.067547,0.582
"606","FAM102B","hurdle",0.192525876835495,4.536538,6.811054,2.274516,0.582
"465","DAPP1","hurdle",0.00469624318421437,-2.615313,3.79831,6.413623,0.582
"189","C10orf28","hurdle",0.271934441807538,4.200847,5.089053,0.888205999999999,0.582
"2047","TTC7A","hurdle",0.302244749854221,1.814081,3.040016,1.225935,0.581
"1855","SPHK1","hurdle",0.00196630658658688,-1.443564,4.753551,6.197115,0.581
"1633","RNU12","hurdle",0.0434737901449007,-1.844569,1.232661,3.07723,0.581
"1599","RGS19","hurdle",0.0441187851945667,-1.4004521,0.9818527,2.3823048,0.581
"1405","PDK4","hurdle",0.495936327735904,7.58222,8.708135,1.125915,0.581
"1177","METRNL","hurdle",0.041999925328761,-0.3997444,0.4982509,0.8979953,0.581
"1175","METAP1","hurdle",0.271309480643349,4.775967,6.662312,1.886345,0.581
"1068","LOC400043","hurdle",0.0439659249115182,1.550406,2.593951,1.043545,0.581
"709","GIMAP7","hurdle",0.0381559634543494,1.309864,6.201634,4.89177,0.581
"700","GBP4","hurdle",0.177116121240356,2.544995,4.250772,1.705777,0.581
"2157","ZDHHC5","hurdle",0.117067781635489,3.971189,5.125672,1.154483,0.58
"1741","SH3BGRL3","hurdle",0.508866239039917,5.544156,6.089583,0.545427,0.58
"902","JAZF1","hurdle",0.435237530068803,5.2593,6.538771,1.279471,0.58
"2108","VENTX","hurdle",0.0611961716692893,-0.1354134,0.4329594,0.5683728,0.579
"1763","SIPA1","hurdle",0.0517104482542299,-1.11843,3.648178,4.766608,0.579
"1754","SHMT1","hurdle",0.182173718965322,3.260518,4.88142,1.620902,0.579
"736","GPCPD1","hurdle",0.315236673143364,5.336854,5.843293,0.506439,0.579
"324","CD55","hurdle",0.46307499948254,5.071267,6.792465,1.721198,0.579
"1842","SNX9","hurdle",0.202075765171391,4.304364,5.760886,1.456522,0.578
"1261","MYADM","hurdle",0.309823829235732,5.429492,6.215048,0.785556000000001,0.578
"1043","LOC145474","hurdle",0.160141690832225,2.780209,5.65392,2.873711,0.578
"762","GYPC","hurdle",0.0130406896736177,-0.9850607,1.9909549,2.9760156,0.578
"694","GABPB1","hurdle",0.0421529083156335,3.220226,5.687551,2.467325,0.578
"542","EDA","hurdle",0.0529447567406235,0.1277192,1.3434078,1.2156886,0.578
"2207","ZNF503","hurdle",0.133601846926103,0.614688,1.744161,1.129473,0.577
"1955","TLR3","hurdle",0.0752725433184616,0.9970472,2.6808869,1.6838397,0.577
"1936","TFEC","hurdle",0.0759415454312027,1.220629,2.680887,1.460258,0.577
"1620","RNF122","hurdle",0.0168359453310818,-2.119595,3.371559,5.491154,0.577
"1077","LOC643529","hurdle",0.0821603251166587,1.939625,2.722466,0.782841,0.577
"618","FAM18A","hurdle",0.23153558649087,2.761349,3.480588,0.719239,0.577
"2038","TSPO","hurdle",0.23928478953894,2.422293,3.300124,0.877831,0.576
"1665","RPS16","hurdle",0.508125630562104,4.769296,6.310158,1.540862,0.576
"1654","RPL34","hurdle",0.402919502289033,4.828442,5.843293,1.014851,0.576
"1445","PLA2G7","hurdle",0.0799088168641283,0.5611694,2.452859,1.8916896,0.576
"1290","NAPSB","hurdle",0.0808511210722963,-0.479753,2.984134,3.463887,0.576
"1184","MFSD2A","hurdle",0.0855051882200804,4.094983,7.052976,2.957993,0.576
"442","CXCR4","hurdle",0.194317013344261,2.81492,5.128252,2.313332,0.576
"244","C4orf19","hurdle",0.0195484896125104,0.01546998,3.01792191,3.00245193,0.576
"86","APLF","hurdle",0.0753672879113471,1.694901,5.514911,3.82001,0.576
"2065","UBAC2","hurdle",0.0238244973742142,3.717215,6.115824,2.398609,0.575
"1526","PTP4A2","hurdle",0.587143245766443,6.815134,8.030874,1.21574,0.575
"1439","PILRA","hurdle",0.0124449896727069,0.4903983,4.9789964,4.4885981,0.575
"1181","METTL7A","hurdle",0.553358767495334,6.508849,7.123216,0.614367000000001,0.575
"386","CMTM3","hurdle",0.0130265464516363,1.25024,5.408542,4.158302,0.575
"337","CDCP1","hurdle",0.0291530069447013,-1.317911,4.058533,5.376444,0.575
"193","C11orf34","hurdle",0.0905999711794487,1.885495,2.548437,0.662942,0.575
"1476","POU2F2","hurdle",0.0275331759775941,1.28587,4.212375,2.926505,0.574
"1200","MIR22HG","hurdle",0.159465565559756,4.750092,6.652486,1.902394,0.574
"1167","MED12L","hurdle",0.479208535442163,5.985421,7.328451,1.34303,0.574
"753","GSTM1","hurdle",0.00114579919351092,-2.346267,4.660353,7.00662,0.574
"519","DNMBP","hurdle",0.153629213676375,3.168077,5.230261,2.062184,0.574
"1771","SLC12A6","hurdle",0.262079090304651,5.40147,7.114783,1.713313,0.573
